gene,total_counts,expressed_cells
TSPYL2,5551.8952006541285,4963
ATAD3C,5338.13306376929,4963
SNX16,5276.993216917993,4962
OTUD6B,5207.400369627634,4962
CC2D1B,5167.53891146712,4960
TEK,9576.693526997982,4960
CCDC104,6199.55456132022,4960
IFT172,5193.891899751627,4959
SLC4A9,10817.613303939042,4959
TBC1D19,5188.3994266731615,4954
FN3K,5316.598820764946,4954
C5orf63,5271.687729344005,4954
ST6GALNAC4,5277.447148855446,4954
FAM134B,7276.702296347148,4954
WARS2,5227.351107683534,4951
SOGA1,5290.251374749527,4951
MYRF,5583.966654987664,4950
ZNF692,5161.385532443652,4950
CBX4,5354.677126777552,4950
ASB9,6540.494227849948,4948
MAK16,5185.608390150179,4948
UIMC1,5153.6979916413175,4948
NKG7,33525.10992181021,4947
TCHP,5201.218076941657,4945
ZEB1,6935.270210568486,4945
WDR3,5146.552080950536,4942
ALS2CL,6040.721898148762,4939
ZSCAN30,5267.437962874371,4938
ERCC6,5243.097529602638,4938
RFX5,5147.30385228649,4937
STRIP1,5116.352353558423,4936
AL390719.2,5568.477567661288,4935
PHF8,5135.501016404254,4935
RNASEH1,5202.448826636167,4933
TTLL3,5248.738599393123,4931
IQUB,5845.821571154263,4925
LRTOMT,5209.282451365197,4925
PAPOLG,5196.2635680907815,4923
UBIAD1,5166.3838322339125,4923
ZNF717,5176.282993114297,4919
PIK3AP1,5821.649325146789,4919
SPAST,5161.097245729459,4918
TMEM135,5147.507845157634,4918
RAI1,5178.691963116713,4917
SLC25A10,5597.847610067549,4916
LIMK2,5232.603165901897,4916
USP42,5139.698040010106,4915
METTL2A,5154.978543057649,4915
INTS8,5113.938896259017,4914
DPY19L1,5194.51352737874,4913
SLC35F2,5333.112800065683,4912
TRMT9B,5676.521238054975,4912
FAAH2,5237.811415640877,4908
COX18,5107.106165998419,4908
SLC7A6,5151.752136434995,4906
SESN2,5271.471397241273,4905
FAM103A1,5808.347588329872,4904
RPGRIP1L,5185.332057316946,4904
PBX3,5221.058366469836,4902
WDR37,5149.989996840348,4901
CNTRL,5270.183879561499,4901
AMACR,6955.325920226648,4901
FUT8,5373.435039679189,4899
CLEC2D,5680.826534944414,4898
TBCEL,5119.8644171947235,4897
PLVAP,16115.762728366984,4896
MRM2,5216.023069366769,4895
TBC1D10C,6200.242496519751,4895
PVR,5408.45791614642,4894
GPC6,5881.273646390755,4894
CEP41,5206.752746581593,4893
PPFIBP2,5297.544989306308,4893
SLC38A11,6464.204476041615,4892
AGAP3,5112.348325304143,4892
GPRC5A,7074.185866473481,4892
ACTR3C,5231.542247336135,4890
VANGL1,5195.152022359998,4890
HOMEZ,5069.182760640855,4888
ACTA2,33178.47576563847,4887
BIN3,5047.402784402999,4886
KLHL22,5102.345747289148,4886
FBLN5,6287.368970531036,4885
ESPN,5733.8783674303495,4883
PLPP2,7129.6786791661925,4883
FITM2,5170.961481807511,4883
PGS1,5053.121490186705,4883
ACAP1,5612.04188198782,4882
MYD88,5298.87561599132,4882
FRAT2,5184.590217561954,4881
SLC17A1,7038.742584169713,4881
CDC25B,5185.8396439671915,4880
REC8,5326.509284548761,4879
EPS15L1,5077.220479418579,4879
GOLGA1,5129.341011809627,4878
EPHA4,5694.68089649372,4878
ZNF512B,5102.429584226409,4877
MINDY1,5652.242620423506,4874
MINDY3,5185.272083473022,4872
PIPOX,6484.905708748882,4872
CIB2,5369.400023236306,4871
SLC47A2,8039.389373435936,4869
ACY1,7620.887126137286,4869
C3orf58,5392.344045105727,4868
SLC7A6OS,5110.248297697033,4867
LINS1,5157.802525471779,4866
RIPK4,5184.657204106389,4863
ZFYVE9,5147.8802084010895,4863
TIFA,5168.586894755432,4862
FOXN2,5211.213182704759,4860
NUP43,5029.3783385534325,4859
SLC39A11,5086.215434150861,4859
TTC7A,5130.877515632767,4858
SIDT2,5134.684999053796,4857
GPC5,6747.500839188267,4856
GNB4,5424.128759217551,4856
SPATA2L,5223.932041443927,4854
COQ2,5197.210075920304,4854
XAF1,5941.9850443232335,4854
ANKRD27,5041.851231602002,4853
GZMA,16113.567570322535,4851
SH2D3A,5152.83192259974,4850
SPIN2B,5137.66393872285,4850
RRP9,5041.623796345595,4849
FBXO42,5011.558060466934,4849
CEP162,5298.293615063284,4846
HEXIM2,5102.939701905088,4845
MAP3K8,5400.749743621288,4845
C15orf48,12289.076878753493,4844
ARHGAP26,5451.515921152136,4843
TSPAN13,5723.519799293467,4842
PUSL1,5054.258953065551,4837
C12orf4,5069.872813395959,4836
F8,6500.332654732567,4834
BANP,5222.489508029879,4834
CEP97,5146.0954783150855,4831
SETDB1,5003.89686528945,4827
RNF123,5000.253194800275,4824
EDN1,6825.515341637584,4821
FKRP,5104.4319748872185,4821
VRK2,5054.238803602983,4818
GLIPR2,5816.22277767367,4817
VTI1A,5046.705071657284,4815
FOXP4,5072.721055209005,4815
RUNX1,5647.053258716496,4814
AC010503.4,5193.431758617932,4814
CPNE2,5759.590967151647,4813
ZNF529,4988.075334984931,4813
TOR4A,5115.786537815799,4812
RBIS,8448.80734495115,4811
MED12,4984.972552201789,4811
GM2A,5147.740730877714,4811
PLEKHH3,5194.749602064913,4808
ARPIN,5180.5388018363765,4808
NCF1,7251.1061401682355,4807
SLC9A1,5095.055372044288,4807
ADCY9,5091.561620848203,4806
PGM2L1,5430.319353822044,4806
ZNF503-AS2,5680.37684462608,4803
NSD2,5148.652337665592,4802
OCRL,5018.949751902152,4801
PPL,5260.606784708754,4801
PKIA,6223.502747526257,4801
ENGASE,4969.755209133718,4800
PPP1R26,5028.139748367548,4799
TRAF3,5074.708398305709,4798
C17orf49,5682.853147327707,4798
CUL7,4987.80479838648,4794
DCAF17,5013.440455689768,4793
ALMS1,5038.4281525961505,4793
EXOG,5035.074827039835,4791
OGFOD2,4968.303809318575,4790
CTXN3,8125.838335381769,4787
FEM1A,5003.3837662378955,4785
FDXR,5150.5480465015435,4784
POLR2D,4987.428846591646,4783
FASTKD5,4978.5980833379945,4782
UBTD1,5056.069692031615,4782
BTBD9,5008.451124315814,4781
DDX20,5012.4029856184425,4779
SLC25A27,5095.096763862723,4779
FAM221A,5065.463698063345,4778
DNAAF4,5195.780574093759,4777
ALKBH3,4949.528669793535,4777
NOTCH4,7005.338329348641,4776
ADGRG6,6391.431443996873,4774
PDE7B,5162.74608807548,4774
IL2RG,6256.375943261797,4773
TMEM171,5382.167589518188,4773
AGO4,5006.535129863451,4772
NFKBIE,5144.305623879652,4770
STARD4,5227.961124200899,4769
SSPN,5502.197648912799,4768
NPIPA1,4958.164845479439,4767
ZNF28,5009.728478491478,4767
WAPAL,5492.623192702519,4762
NFRKB,4940.00062164691,4761
PI4K2B,5002.2321749185785,4758
LYAR,5356.2151476340005,4757
AC020916.1,6126.6860674903355,4756
NELL1,5985.579283757247,4756
TMEM246,5250.891809010625,4756
ZNF516,4977.132015323129,4755
TMEM187,4965.4560077296655,4755
ZRSR2,4986.962254886544,4755
DNAJA4,5362.567896247707,4754
SPECC1,5276.5161292598195,4754
AMMECR1L,4946.597469480938,4752
KIAA0247,5516.2735355127925,4750
PANX2,5254.596075373645,4749
RAVER2,4999.459386380642,4748
GRASP,8256.141850534503,4747
CPSF4,4888.524475648775,4746
E2F5,4971.0027994643015,4744
ADCY5,5296.259012797602,4743
ARSJ,5215.420935912455,4743
PLTP,7885.160588771794,4742
ABR,5110.692927368518,4741
GGACT,6190.315613093188,4739
AHSA2,5523.819848400434,4738
PGGHG,5993.946745086861,4736
LYNX1,5087.0284834364475,4736
FAM131A,5088.215933757444,4734
CAVIN2,11547.404149944186,4733
FAT4,5319.292789390659,4732
CCL4,42742.929811998685,4731
CCDC64,6128.435507744676,4725
POC1B,4947.671248943612,4725
ABHD8,4891.178209342287,4724
ABRAXAS2,5030.365643645052,4723
BCDIN3D,4911.232060741143,4723
TNC,9907.962966817493,4723
NOL4L,5024.246334720949,4721
NVL,4907.154697457438,4719
DOCK4,5607.356372021033,4718
KLF15,5655.813879233369,4717
PACSIN3,5023.947938713332,4715
JAK2,5078.663268885698,4715
LRRC75B,5510.728423983972,4714
KCTD6,4930.223305852816,4714
BCL3,5263.999706529511,4714
BTRC,4926.254311360134,4712
DUSP28,4976.307430533876,4712
METTL8,5032.725900282686,4711
USP45,4916.304822226063,4710
FGF14-AS2,5136.867019160976,4709
SMPD2,4913.0959063848195,4709
TMEM140,5059.092369297018,4708
PREX1,5580.374558035309,4707
DNASE1L1,4922.549005944335,4706
MEN1,4892.9636959119325,4706
ALPK2,7166.653678165933,4705
MARVELD3,5205.497575974146,4704
DENND2A,5456.634618275752,4702
SLC25A42,5079.015676156071,4701
KHNYN,4878.38258062873,4700
CFAP221,5211.890736627959,4698
SCYL3,4934.040170651529,4698
ZBTB33,4893.4626926234305,4697
ENTR1,4938.920932759362,4696
ZNF318,4937.7785214878395,4696
TARS2,4896.494907197172,4695
CCDC151,5253.613587440366,4691
SLC12A6,5063.258465386513,4689
DENND5B,5014.930133609263,4688
TM9SF1,5651.550295134968,4688
AP5Z1,4833.463411428399,4686
PPAP2A,12970.953550411996,4684
YTHDF3-AS1,4968.328177430975,4684
STIM1,4992.263570428141,4683
FAS,5249.204013909147,4683
C4orf27,5654.787778254937,4683
HAUS2,4909.6795838668495,4683
KDR,10422.453164937373,4682
CASP9,5045.656856949419,4680
SFR1,4877.739799237914,4680
PDE10A,5091.654767548063,4679
POMGNT2,4912.216778423632,4679
RNF214,4902.688824133733,4677
BRAP,4832.749661846884,4677
CCDC112,5060.534087415118,4675
FAM206A,4934.593310541654,4675
ANKHD1,5100.786417955189,4674
ZNF641,4861.4704661863625,4673
ZNF684,4995.300999495692,4673
NOV,6856.602673062685,4672
ZNF567,4884.853322533086,4670
LIX1L,4914.862310665707,4670
NUP85,4859.830806291939,4669
PRKCE,5004.152264704775,4665
EEFSEC,4851.640850695558,4665
WDYHV1,4943.382962624753,4665
PLK2,6141.817735732543,4663
FSCN1,6265.0713194306945,4661
CAPN12,5683.492449718712,4660
LRRC8B,4920.87860656466,4658
OSCP1,4887.051806543664,4656
IL17RA,4949.337992455959,4656
USP13,5258.598106167025,4656
GNL2,4855.3037061178975,4655
TUBGCP5,4902.395473112487,4655
HOXC6,5084.971109827955,4654
RBM48,4839.433940432464,4654
MED20,4854.983463157074,4653
TTC39C,4980.525156408162,4652
PCTP,4896.5591481401925,4650
KDELR3,5075.504760793476,4650
NOP14,4909.780176511645,4649
MIS18A,4903.911885379373,4648
TMLHE,4814.470222469838,4647
COQ3,4880.6076362987915,4647
AC011043.1,5020.439066923492,4646
RCL1,4845.377111708902,4644
LMLN,4982.644717395722,4644
IFIH1,4923.005657265894,4644
SCTR,6811.632594332185,4643
RUSC2,4920.329956236251,4643
OLIG1,5710.873248894305,4641
HACD4,5283.08350496267,4639
AMT,5115.261256329175,4638
SLC4A1,21904.554229950776,4637
EIF2AK3,5061.118979920631,4637
SLC25A32,4801.370558703254,4636
WDR27,4848.593011277891,4635
ZNF266,4778.558152447023,4634
ARHGAP27,4880.171753590959,4630
SETD6,4805.732284773142,4630
ZKSCAN8,4843.966535945499,4628
SZT2,4818.380740409516,4627
ZNF468,4867.7884925150465,4626
C11orf96,31284.86118409431,4625
BBS10,4852.475517830767,4625
SMURF1,4897.127225105873,4624
GHR,5074.506674336151,4621
PCNXL4,5748.754686045448,4621
ZNF263,4767.25256906689,4620
SARS2,4807.565300620901,4618
SAP30,5330.920269737754,4617
RCCD1,4800.224775705758,4616
GTPBP1,4780.2019713375075,4614
SYTL4,5121.457695918383,4613
THNSL1,4905.395696463016,4613
MMP24,5004.505170587536,4613
SLC38A9,4807.324406141904,4612
ZNF135,4851.466708201762,4611
GZF1,4886.425230204729,4610
PDE5A,5927.823223302239,4610
EPPK1,5267.94269546061,4609
GIMAP6,6169.073207106932,4608
DGKE,5253.516573452837,4607
NFXL1,4863.554327707565,4607
IL7R,15871.69411054452,4607
HLCS,4854.312381723344,4605
TAP2,4962.435610452514,4605
CDH5,7902.663814051656,4605
OAS1,5368.869417738976,4605
MUTYH,4752.593391268477,4604
ALS2,4797.562317881947,4604
TEX10,4788.924424416749,4602
FOXJ2,4790.514064391893,4601
SLC34A1,8100.594994934531,4600
CDKN2C,5026.930973644383,4600
DICER1-AS1,4887.584174567291,4600
MCM9,4813.3016555488375,4598
RP11-553L6.5,5512.076674103076,4598
ARSB,5002.27986591936,4597
GPN2,4776.141181119806,4597
NMNAT1,4804.71837855849,4595
HIST2H2AC,4952.491502207448,4595
RFT1,4769.6099837720585,4594
USP32,4785.911905075891,4591
LRWD1,4726.042254255348,4591
RAD9A,4745.817754045404,4590
FABP5,12090.878521536319,4589
LARS2,4794.5484946900115,4588
PLEKHB1,5241.87312787702,4586
CYP4A11,8343.021323973151,4586
ZBTB17,4719.467348536365,4585
SLC39A5,6121.782848228067,4584
TBX3,6773.284960606342,4583
KIAA0753,4810.657308831962,4580
PRKAG2-AS1,5808.070763729272,4578
GRTP1,4853.524527743901,4574
CHRNB1,4843.458832835095,4574
PITPNM2,4835.3396770357995,4572
AEBP1,7691.448394163221,4571
RIOK1,4813.559177166656,4569
PILRA,5942.071152547763,4569
SUSD3,5110.084031680001,4568
PIGV,4752.65645625696,4566
AC060780.1,4943.919963522379,4565
ALPK1,4780.966768574276,4564
USP6NL,4775.144160011622,4562
FAM227B,4791.776439903269,4562
ELOVL6,4936.02473683605,4562
CPSF3L,5189.067848185129,4559
CCDC34,5190.6737106154005,4557
ZNF821,4769.309254341627,4556
PGAM5,4745.627245340918,4556
ZNF711,4915.220292670016,4552
TMEM39A,4712.2171848023945,4550
FAM189B,4733.911518042548,4548
NPIPB5,4815.198978516714,4548
P4HA2,4979.905650478426,4547
CAP2,4930.239358833587,4547
ATP6V0A2,4771.558980932432,4545
TBXAS1,5198.526639369159,4541
LSS,4759.416906440235,4541
ZNF486,5147.868937016678,4541
ACTR8,4718.236121763133,4537
PAM16,5470.700329348023,4537
HAUS6,4783.454899517294,4535
EDC3,4666.240247271514,4533
ZHX2,4765.998380686845,4532
LEPREL1,6076.209713617584,4532
NEIL2,4668.310242007037,4531
CST7,10346.061668579301,4530
ZNF609,4729.835669574319,4529
FAM167B,9732.7657844808,4526
PI4K2A,4739.76338285936,4525
AC008771.1,5154.883144012482,4524
C20orf96,4756.2848539999695,4524
SLC9A8,4726.937557380408,4521
BRE,5330.768931140806,4520
CDCP1,5046.325650616769,4519
FERMT3,5529.690488234345,4519
SNHG6,7056.384717008953,4516
PLCD1,4774.816044186897,4516
DNAJC27,4842.858061404278,4514
PSEN2,4817.908963512508,4510
FASTKD3,4690.593518219454,4510
CYP7B1,4805.7628704866465,4508
HCG11,4796.735048130479,4508
AQP7,5123.1412184301635,4508
C11orf24,4690.633327957893,4507
TMEM185B,4743.49899823671,4506
SGF29,4765.711455050678,4504
DANCR,8998.526959066054,4500
VPS37C,4673.002348798349,4500
KDM2B,4666.82291041894,4500
ZNF582-AS1,4746.168378422634,4499
SRD5A1,4863.337829940304,4499
ANKRD42,4705.144476656914,4498
STMN3,4876.16533800974,4498
ATXN7,4980.505804226826,4495
SAMSN1,6338.435839782819,4495
CACNB4,5605.368320827482,4490
ERCC2,4606.293920381449,4490
DDX60L,4864.448029593334,4490
CDKL5,4808.026624533739,4489
TRMT10A,4797.012890276881,4488
TNIK,5062.47034812825,4488
MYO3B,5147.318520207067,4488
SFI1,4642.662837737675,4487
PCNT,4694.443655315886,4487
SLC11A1,5300.233211722431,4486
KLF16,4712.631720183744,4485
TOP3B,4661.555379965783,4485
AXL,5616.938322155736,4484
STK32B,4894.225149958208,4484
DIS3L,4686.3359206377245,4483
MYL5,4741.291470924036,4483
STN1,4784.041871760188,4483
PINLYP,4810.498332338741,4482
DTWD2,4691.626876377636,4482
NRGN,8713.728994584282,4481
LPHN2,5592.834562228795,4481
FAM35A,5247.215234139697,4481
ZNF236,4730.24373728174,4480
SPOCK2,8084.9937408280475,4477
SETMAR,4790.285618549775,4477
HIST1H1E,5102.600069171931,4477
SKIV2L2,5102.6299232877045,4475
MLXIPL,5205.1368008718055,4474
FAM241A,5107.188913331297,4472
LSM14B,4622.786115591865,4472
TRIT1,4627.729384950582,4469
CSDC2,5124.026226111636,4466
EFCAB7,4660.190206103555,4465
DDX51,4638.488601180734,4465
RAB7L1,5584.856723707326,4465
ZBTB14,4632.7988455216255,4463
HARS2,4609.845671902786,4463
KIAA0430,5107.990773716935,4460
IL4R,5143.505140832157,4459
ANO9,4988.823637997188,4458
PLPPR1,5158.624299716114,4458
TATDN2,4635.789003024748,4458
MTMR11,4851.134864574276,4457
KIAA0895,4645.521999769746,4456
TMEM201,4701.61373894375,4456
C1orf109,4626.142041033043,4454
ZBTB16,5479.686087758673,4454
SRPR,5102.942522760796,4451
PHKA2,4628.586117053849,4451
SLC41A1,4705.347574513798,4450
SNHG14,8391.376990625566,4450
EPHB6,4866.0973530954925,4449
NSUN4,4651.423116609266,4448
CAMSAP1,4701.408311590697,4447
YARS2,4631.505752840224,4447
ZNF100,4761.341511861482,4447
PRR35,7111.506273142025,4447
SPACA9,4920.961411001593,4446
GRIK5,4712.12233037116,4445
ELMOD3,4569.195883523089,4445
EFCAB11,4693.5395322809,4439
GNE,4686.60513045738,4439
MED22,4600.698554162523,4437
LIN7B,4634.6212389009725,4437
TMCC3,4838.046737071319,4436
ZDBF2,4806.8233762817,4436
STK36,4645.53054001434,4435
METTL1,4710.6669941800355,4434
IQCG,4708.635939730308,4433
CD3G,7461.655960263391,4432
AL121944.1,4941.472825839077,4432
DOLK,4595.698947756323,4430
RCBTB1,4606.300678978024,4428
TYW5,4612.081998124303,4427
TYRP1,6436.869236634859,4427
ABTB2,5162.367370093993,4427
ZNF585A,4706.39527933586,4425
SP140L,4666.315803759358,4420
IPCEF1,4815.97096232616,4419
CST6,14174.748853351628,4419
DARS2,4622.940456602536,4417
IL17RE,4620.641725666691,4416
ADARB1,4731.059233854219,4416
SPRY2,4989.704277860716,4414
C14orf142,5263.929720389375,4413
PEX5,4577.029451241709,4413
BRMS1L,4605.950298407072,4413
JRKL,4633.223603966444,4411
UBA6-AS1,4589.2010535227855,4410
IMPDH1,4671.766648576052,4410
SENP1,4624.2547950695525,4410
L2HGDH,4647.478254643209,4407
C1R,6818.287261416903,4403
CNEP1R1,4555.963911444407,4403
INTS2,4618.987559163477,4402
SLC25A35,4721.200201311779,4398
ZNF441,4609.115061153302,4395
GPKOW,4528.821225903199,4391
MS4A6A,14110.171771389761,4390
LINC01006,4701.260801946661,4390
CABP1,6630.556801191949,4388
MYC,6049.427090342393,4386
RAB36,4586.633098065874,4384
MDM1,4578.533521554919,4383
KRI1,4515.675625231573,4381
KCTD18,4523.26385240145,4381
RNGTT,4558.661767761253,4379
MIER2,4731.464097111031,4375
DUSP8,5180.038606030804,4373
WDR44,4583.257582323087,4368
TLR5,4790.549609771545,4368
GNL3L,4592.961753784217,4368
DUS4L,4581.874259035815,4367
PPP2R5D,4474.887375676625,4363
MMAA,4573.401185990935,4363
THOC5,4491.232855601363,4362
HAVCR2,5963.2717429371605,4360
CSRNP2,4570.7547507923555,4357
CCDC181,4842.460826495488,4357
PRR12,4533.9268147757,4357
CNBD2,4579.327243602701,4355
PDIK1L,4566.146603852195,4354
ODF2,4518.663798427548,4354
SDHAF4,4692.111309520166,4354
PRKCDBP,6970.209226105115,4354
GPM6B,4875.581824156469,4353
C11orf73,5090.6958270927225,4353
MYBBP1A,4524.420826755924,4352
GPR89A,4534.143272289463,4351
CDC42EP2,4984.017594936204,4347
UHRF1BP1,4549.225346819275,4347
TTI1,4501.002555730221,4346
FAM131C,4801.6962287615515,4343
AL355338.1,4941.495673300932,4342
NEURL4,4472.896497585669,4340
NR2C2,4570.289473206068,4340
C11orf95,4565.568099485176,4340
CEACAM1,7119.349019943445,4337
PRUNE1,4685.907241306691,4337
PRICKLE2,4608.800272377119,4337
SUPT3H,4516.622657374564,4337
ATG7,4503.733406102391,4337
TRAM1L1,4590.412610189615,4336
LANCL2,4538.591040659408,4336
FCGR3A,11591.889317740355,4335
PXMP4,4515.774108164261,4334
DUSP5,5964.098335632961,4333
RINT1,4492.842459906699,4332
HOXD4,4564.864399962472,4331
HOXD11,4848.11865235671,4324
SUGCT,4814.543754302718,4322
ZBTB6,4498.120741936846,4322
CCDC23,5287.907712481825,4321
PAG1,5132.036193496185,4321
GPR27,4659.467572154395,4321
TBC1D2B,4543.6034849187545,4321
PHOSPHO2,4546.118669992743,4321
HERC6,4566.542539008315,4320
TTC39A,4655.517091253124,4320
BCKDHA,5098.433236299035,4318
ZC3H3,4453.127902596688,4315
ETV3,4512.710985010632,4314
USP9Y,4808.698646894408,4313
RPS6KA5,4694.173812195007,4311
PEX14,4440.887430652395,4309
LURAP1,4646.793079884671,4306
RP11-792A8.4,5067.971464645847,4303
URB1-AS1,4618.731835613508,4301
NEK3,4515.1425869676095,4301
HBEGF,7463.906453792322,4301
KANK3,5855.092610516891,4297
CNKSR1,4603.680620660662,4296
KIF20B,4812.615025906762,4294
RAPGEF5,5966.990267703049,4290
FYB2,5484.7235485755555,4288
PRKG1,4817.69297122078,4288
RFX7,4483.873289105186,4286
RP11-345J4.5,5095.534744172057,4284
MPV17L,4491.904029385614,4281
CYBB,8952.763834289508,4280
ZNF559,4466.73498797208,4280
NECTIN3,4708.535852989268,4278
PCOLCE,4925.626613425014,4277
ADAT1,4453.919620404215,4276
FUT11,4494.331098018773,4275
LRRC49,4536.491313227119,4273
RABL2A,4427.219318569992,4272
FAM84A,5283.246509704036,4272
NAF1,4538.86668714182,4268
NCDN,4423.542302263404,4268
GRHL2,4593.42890762743,4267
ZBTB22,4411.43305194602,4267
KCNK5,4994.258482346015,4266
SHROOM4,4851.057712876613,4265
INAVA,4753.743455387448,4265
HOXD1,4932.61226228086,4265
FMN1,4897.78477942808,4264
C5orf22,4444.7245039167465,4263
ZNF335,4423.33451200484,4262
FIZ1,4409.09125421278,4262
TECPR2,4431.825739598622,4260
LIG3,4436.0296727182695,4259
DDX55,4444.910837607649,4258
SMIM32,6162.7627279860835,4258
HAUS3,4463.9698738007155,4258
CMTM3,4866.757021080886,4258
RP11-834C11.4,5577.886213710655,4253
WDR78,4512.503293885665,4253
APAF1,4482.4182416359545,4253
ANKRD52,4404.453277571076,4246
FAM200A,4469.1424782092545,4245
C6orf211,4877.180245062929,4244
CYP3A5,6106.64353323405,4242
TSPAN18,4930.54729546889,4241
NOA1,4401.340878088935,4240
KLK1,103571.90534098947,4239
NUAK1,5012.578398261735,4236
BCLAF3,4488.112821181122,4235
LTBP2,5163.25879248798,4235
KIAA1549,4602.8091175463505,4232
ABCA3,4464.5921000752005,4231
ELP1,4480.5161815296815,4231
CKAP2,4607.38365187538,4230
RP11-252A24.7,4809.800028031044,4229
C9orf66,5343.445111583061,4226
CASC15,4662.383933589052,4223
NT5E,4868.227009968216,4222
SERPINB9,5188.074739404495,4221
HACD1,5351.966408922973,4221
ERMARD,4368.681354903506,4221
TOPORS-AS1,5043.285571374163,4220
SLC25A25-AS1,4580.949823378022,4218
BTC,4627.130122926596,4218
MFSD4B,4651.39576318406,4216
GRPEL2,4405.718469129123,4216
LAMC2,5611.344571157378,4216
SLC9A6,4357.708376881166,4214
SETD1A,4340.685402981892,4214
AL592183.1,4895.509450476329,4214
POLR3A,4383.485137396748,4213
MTHFD1L,4507.300764863788,4212
CLCN6,4384.946172259039,4210
ADHFE1,4447.084241108202,4210
TASP1,4337.960201292692,4209
DMRTA1,4472.51932485392,4209
RASGRP2,5155.53346487435,4209
DHX33,4398.18718942643,4208
SPHK2,4313.508334561408,4206
ZNF587,4351.418833391236,4206
ALG10B,4474.353452459074,4206
RP2,4391.745713179048,4204
GSPT2,4415.5366898365455,4204
SYTL1,4720.721128546404,4203
PLAAT4,11357.933455722658,4200
EPHA7,5674.244378067984,4199
AIFM2,4389.090820714263,4198
ACOX2,4626.751449482546,4197
